origin_city,dest_city,origin_airport,dest_airport,departure,arrival,airline,operated_by,duration,stops,co2,emissions_vs_avg,price
NYC,ORD,LGA,ORD,6:22 PM,8:07 PM,United,,2 hr 45 min,Nonstop,117 kg CO2e,,$180
NYC,ORD,LGA,ORD,6:50 PM,8:46 PM,Delta,,2 hr 56 min,Nonstop,130 kg CO2e,,$159
NYC,ORD,EWR,ORD,6:50 PM,8:38 PM,United,,2 hr 48 min,Nonstop,151 kg CO2e,,$221
NYC,ORD,LGA,ORD,7:10 PM,9:04 PM,American,,2 hr 54 min,Nonstop,115 kg CO2e,,$139
NYC,ORD,LGA,ORD,7:20 PM,9:05 PM,United,,2 hr 45 min,Nonstop,117 kg CO2e,,$172
NYC,ORD,JFK,ORD,7:35 PM,9:36 PM,Delta,Republic Airways Delta Connection,3 hr 1 min,Nonstop,162 kg CO2e,,$319
NYC,ORD,EWR,ORD,7:52 PM,9:40 PM,United,,2 hr 48 min,Nonstop,90 kg CO2e,,$166
NYC,ORD,LGA,ORD,8:29 PM,10:17 PM,American,,2 hr 48 min,Nonstop,115 kg CO2e,,$139
NYC,ORD,LGA,ORD,8:35 PM,10:20 PM,United,,2 hr 45 min,Nonstop,117 kg CO2e,,$159
NYC,ORD,LGA,ORD,8:45 PM,10:36 PM,Delta,,2 hr 51 min,Nonstop,118 kg CO2e,,$139
NYC,ORD,LGA,ORD,9:15 PM,11:00 PM,United,,2 hr 45 min,Nonstop,100 kg CO2e,,$125
NYC,ORD,EWR,ORD,9:50 PM,11:37 PM,United,,2 hr 47 min,Nonstop,109 kg CO2e,,$127
ORD,AUS,ORD,AUS,7:05 AM,10:10 AM,United,,3 hr 5 min,Nonstop,182 kg CO2e,-9% emissions,$202
ORD,AUS,ORD,AUS,7:10 AM,10:06 AM,American,,2 hr 56 min,Nonstop,151 kg CO2e,-24% emissions,$129
ORD,AUS,ORD,AUS,9:15 AM,12:21 PM,United,,3 hr 6 min,Nonstop,158 kg CO2e,-21% emissions,$202
ORD,AUS,ORD,AUS,11:05 AM,1:59 PM,American,,2 hr 54 min,Nonstop,180 kg CO2e,-10% emissions,$179
ORD,AUS,ORD,AUS,11:10 AM,2:13 PM,United,,3 hr 3 min,Nonstop,190 kg CO2e,Avg emissions,$202
ORD,AUS,ORD,AUS,1:16 PM,4:19 PM,United,,3 hr 3 min,Nonstop,158 kg CO2e,-21% emissions,$202
ORD,AUS,ORD,AUS,2:52 PM,5:49 PM,American,,2 hr 57 min,Nonstop,151 kg CO2e,-24% emissions,$179
ORD,AUS,ORD,AUS,3:45 PM,6:40 PM,Southwest,,2 hr 55 min,Nonstop,152 kg CO2e,-24% emissions,$192
ORD,AUS,ORD,AUS,7:45 PM,10:49 PM,United,,3 hr 4 min,Nonstop,171 kg CO2e,-14% emissions,$202
ORD,AUS,ORD,AUS,8:54 PM,11:51 PM,American,,2 hr 57 min,Nonstop,180 kg CO2e,-10% emissions,$179
ORD,BNA,ORD,BNA,6:49 AM,8:36 AM,American,SkyWest Airlines as American Eagle,1 hr 47 min,Nonstop,132 kg CO2e,+38% emissions,$169
ORD,BNA,ORD,BNA,7:05 AM,8:53 AM,United,,1 hr 48 min,Nonstop,86 kg CO2e,-10% emissions,$179
ORD,BNA,ORD,BNA,8:10 AM,9:54 AM,American,Envoy Air as American Eagle,1 hr 44 min,Nonstop,108 kg CO2e,+13% emissions,$169
ORD,BNA,ORD,BNA,9:00 AM,10:48 AM,United,,1 hr 48 min,Nonstop,94 kg CO2e,Avg emissions,$179
ORD,BNA,ORD,BNA,10:40 AM,12:26 PM,United,,1 hr 46 min,Nonstop,78 kg CO2e,-19% emissions,$179
ORD,BNA,ORD,BNA,11:01 AM,12:42 PM,American,Envoy Air as American Eagle,1 hr 41 min,Nonstop,125 kg CO2e,+30% emissions,$169
ORD,BNA,ORD,BNA,12:41 PM,2:24 PM,American,Republic Airways as American Eagle,1 hr 43 min,Nonstop,108 kg CO2e,+13% emissions,$169
ORD,BNA,ORD,BNA,2:10 PM,4:05 PM,United,SkyWest DBA United Express,1 hr 55 min,Nonstop,102 kg CO2e,+6% emissions,$205
ORD,BNA,ORD,BNA,2:40 PM,4:20 PM,Southwest,,1 hr 40 min,Nonstop,93 kg CO2e,Avg emissions,$169
ORD,BNA,ORD,BNA,2:49 PM,4:34 PM,American,Envoy Air as American Eagle,1 hr 45 min,Nonstop,108 kg CO2e,+13% emissions,$200
ORD,BNA,ORD,BNA,3:37 PM,5:24 PM,United,,1 hr 47 min,Nonstop,86 kg CO2e,-10% emissions,$179
ORD,BNA,ORD,BNA,4:24 PM,6:11 PM,American,Envoy Air as American Eagle,1 hr 47 min,Nonstop,108 kg CO2e,+13% emissions,$169
ORD,BNA,ORD,BNA,5:06 PM,6:53 PM,American,Envoy Air as American Eagle,1 hr 47 min,Nonstop,108 kg CO2e,+13% emissions,$169
ORD,BNA,ORD,BNA,6:10 PM,7:56 PM,United,,1 hr 46 min,Nonstop,98 kg CO2e,Avg emissions,$179
ORD,BNA,ORD,BNA,7:54 PM,9:41 PM,American,SkyWest Airlines as American Eagle,1 hr 47 min,Nonstop,132 kg CO2e,+38% emissions,$169
ORD,BNA,ORD,BNA,8:10 PM,9:57 PM,United,,1 hr 47 min,Nonstop,70 kg CO2e,-27% emissions,$179
ORD,BNA,ORD,BNA,10:00 PM,11:43 PM,United,,1 hr 43 min,Nonstop,70 kg CO2e,-27% emissions,$179
ORD,BNA,ORD,BNA,10:19 PM,11:59 PM,American,Envoy Air as American Eagle,1 hr 40 min,Nonstop,108 kg CO2e,+13% emissions,$169
ORD,CHS,ORD,CHS,8:31 AM,11:49 AM,AmericanAlaska,,2 hr 18 min,Nonstop,139 kg CO2e,-11% emissions,$195
ORD,CHS,ORD,CHS,9:00 AM,12:17 PM,United,,2 hr 17 min,Nonstop,132 kg CO2e,-16% emissions,$205
ORD,CHS,ORD,CHS,10:30 AM,1:51 PM,United,,2 hr 21 min,Nonstop,152 kg CO2e,Avg emissions,$205
ORD,CHS,ORD,CHS,2:36 PM,6:02 PM,American,Republic Airways as American Eagle,2 hr 26 min,Nonstop,161 kg CO2e,Avg emissions,$195
ORD,CHS,ORD,CHS,2:35 PM,6:02 PM,United,SkyWest DBA United Express,2 hr 27 min,Nonstop,172 kg CO2e,+10% emissions,$205
ORD,CHS,ORD,CHS,4:20 PM,7:39 PM,United,,2 hr 19 min,Nonstop,159 kg CO2e,Avg emissions,$205
ORD,CHS,ORD,CHS,7:49 PM,11:06 PM,AmericanAlaska,,2 hr 17 min,Nonstop,116 kg CO2e,-26% emissions,$195
ORD,NYC,ORD,EWR,5:00 AM,8:12 AM,United,,2 hr 12 min,Nonstop,87 kg CO2e,,$159
ORD,NYC,ORD,EWR,6:00 AM,9:12 AM,United,,2 hr 12 min,Nonstop,87 kg CO2e,,$109
ORD,NYC,ORD,LGA,6:00 AM,9:13 AM,United,,2 hr 13 min,Nonstop,97 kg CO2e,,$125
ORD,NYC,ORD,LGA,6:02 AM,9:14 AM,American,,2 hr 12 min,Nonstop,135 kg CO2e,,$99
ORD,NYC,ORD,JFK,6:07 AM,9:30 AM,Delta,Republic Airways Delta Connection,2 hr 23 min,Nonstop,217 kg CO2e,,$259
ORD,NYC,ORD,EWR,6:51 AM,10:12 AM,American,Envoy Air as American Eagle,2 hr 21 min,Nonstop,167 kg CO2e,,$149
ORD,NYC,ORD,LGA,7:00 AM,10:16 AM,American,,2 hr 16 min,Nonstop,113 kg CO2e,,$139
ORD,NYC,ORD,LGA,7:00 AM,10:18 AM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$159
ORD,NYC,ORD,EWR,7:00 AM,10:20 AM,United,,2 hr 20 min,Nonstop,106 kg CO2e,,$156
ORD,NYC,ORD,LGA,7:05 AM,10:21 AM,Delta,,2 hr 16 min,Nonstop,120 kg CO2e,,$139
ORD,NYC,ORD,LGA,8:00 AM,11:18 AM,United,,2 hr 18 min,Nonstop,97 kg CO2e,,$228
ORD,NYC,ORD,JFK,8:01 AM,11:30 AM,American,Republic Airways as American Eagle,2 hr 29 min,Nonstop,165 kg CO2e,,$208
ORD,NYC,ORD,JFK,8:31 AM,11:49 AM,JetBlue,,2 hr 18 min,Nonstop,146 kg CO2e,,$195
ORD,NYC,ORD,LGA,8:50 AM,12:08 PM,United,,2 hr 18 min,Nonstop,97 kg CO2e,,$228
ORD,NYC,ORD,LGA,8:55 AM,12:11 PM,American,,2 hr 16 min,Nonstop,113 kg CO2e,,$164
ORD,NYC,ORD,EWR,9:05 AM,12:26 PM,United,,2 hr 21 min,Nonstop,147 kg CO2e,,$221
ORD,NYC,ORD,LGA,9:44 AM,1:00 PM,Delta,,2 hr 16 min,Nonstop,132 kg CO2e,,$319
ORD,NYC,ORD,LGA,10:02 AM,1:17 PM,American,,2 hr 15 min,Nonstop,113 kg CO2e,,$184
ORD,NYC,ORD,LGA,10:00 AM,1:18 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$309
ORD,NYC,ORD,EWR,10:10 AM,1:30 PM,American,Envoy Air as American Eagle,2 hr 20 min,Nonstop,148 kg CO2e,,$188
ORD,NYC,ORD,JFK,10:24 AM,1:38 PM,Delta,Endeavor Air DBA Delta Connection,2 hr 14 min,Nonstop,242 kg CO2e,,$364
ORD,NYC,ORD,LGA,10:45 AM,1:57 PM,Delta,,2 hr 12 min,Nonstop,120 kg CO2e,,$409
ORD,NYC,ORD,EWR,10:40 AM,2:00 PM,United,,2 hr 20 min,Nonstop,88 kg CO2e,,$349
ORD,NYC,ORD,LGA,11:00 AM,2:18 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$257
ORD,NYC,ORD,JFK,11:22 AM,2:51 PM,American,Republic Airways as American Eagle,2 hr 29 min,Nonstop,165 kg CO2e,,$208
ORD,NYC,ORD,LGA,11:54 AM,3:09 PM,American,,2 hr 15 min,Nonstop,113 kg CO2e,,$214
ORD,NYC,ORD,LGA,12:00 PM,3:18 PM,United,,2 hr 18 min,Nonstop,97 kg CO2e,,$257
ORD,NYC,ORD,EWR,12:00 PM,3:21 PM,United,,2 hr 21 min,Nonstop,106 kg CO2e,,$392
ORD,NYC,ORD,LGA,12:15 PM,3:32 PM,Delta,,2 hr 17 min,Nonstop,132 kg CO2e,,$409
ORD,NYC,ORD,EWR,12:47 PM,3:54 PM,Spirit,,2 hr 7 min,Nonstop,117 kg CO2e,,$99
ORD,NYC,ORD,LGA,12:50 PM,4:08 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$309
ORD,NYC,ORD,JFK,12:59 PM,4:22 PM,Delta,Endeavor Air DBA Delta Connection,2 hr 23 min,Nonstop,242 kg CO2e,,$509
ORD,NYC,ORD,EWR,1:07 PM,4:30 PM,American,,2 hr 23 min,Nonstop,107 kg CO2e,,$220
ORD,NYC,ORD,EWR,1:06 PM,4:30 PM,United,,2 hr 24 min,Nonstop,106 kg CO2e,,$465
ORD,NYC,ORD,LGA,1:39 PM,4:58 PM,American,,2 hr 19 min,Nonstop,113 kg CO2e,,$342
ORD,NYC,ORD,LGA,1:55 PM,5:13 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$309
ORD,NYC,ORD,LGA,2:09 PM,5:20 PM,Spirit,,2 hr 11 min,Nonstop,120 kg CO2e,,$109
ORD,NYC,ORD,LGA,2:41 PM,6:00 PM,American,,2 hr 19 min,Nonstop,113 kg CO2e,,$278
ORD,NYC,ORD,LGA,2:45 PM,6:00 PM,Delta,,2 hr 15 min,Nonstop,120 kg CO2e,,$539
ORD,NYC,ORD,EWR,2:40 PM,6:05 PM,United,,2 hr 25 min,Nonstop,87 kg CO2e,,$590
ORD,NYC,ORD,LGA,3:00 PM,6:18 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$257
ORD,NYC,ORD,EWR,3:47 PM,7:12 PM,United,,2 hr 25 min,Nonstop,106 kg CO2e,,$392
ORD,NYC,ORD,LGA,4:00 PM,7:18 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$601
ORD,NYC,ORD,JFK,3:57 PM,7:29 PM,American,,2 hr 32 min,Nonstop,119 kg CO2e,,$208
ORD,NYC,ORD,EWR,4:07 PM,7:29 PM,American,,2 hr 22 min,Nonstop,107 kg CO2e,,$220
ORD,NYC,ORD,EWR,4:30 PM,7:55 PM,United,,2 hr 25 min,Nonstop,87 kg CO2e,,$309
ORD,NYC,ORD,LGA,5:00 PM,8:18 PM,United,,2 hr 18 min,Nonstop,113 kg CO2e,,$309
ORD,NYC,ORD,LGA,5:38 PM,8:59 PM,American,,2 hr 21 min,Nonstop,113 kg CO2e,,$354
ORD,NYC,ORD,LGA,5:50 PM,9:02 PM,Delta,,2 hr 12 min,Nonstop,120 kg CO2e,,$539
ORD,NYC,ORD,LGA,6:00 PM,9:18 PM,United,,2 hr 18 min,Nonstop,97 kg CO2e,,$309
ORD,NYC,ORD,EWR,6:15 PM,9:39 PM,United,,2 hr 24 min,Nonstop,88 kg CO2e,,$465
ORD,NYC,ORD,LGA,6:30 PM,9:53 PM,United,,2 hr 23 min,Nonstop,113 kg CO2e,,$429
ORD,NYC,ORD,LGA,6:45 PM,9:59 PM,American,,2 hr 14 min,Nonstop,113 kg CO2e,,$354
ORD,NYC,ORD,JFK,6:31 PM,10:00 PM,Delta,Endeavor Air DBA Delta Connection,2 hr 29 min,Nonstop,224 kg CO2e,,$364
ORD,NYC,ORD,EWR,7:05 PM,10:28 PM,American,,2 hr 23 min,Nonstop,92 kg CO2e,,$188
ORD,NYC,ORD,LGA,7:10 PM,10:32 PM,Delta,,2 hr 22 min,Nonstop,132 kg CO2e,,$319
ORD,NYC,ORD,EWR,7:45 PM,11:04 PM,United,,2 hr 19 min,Nonstop,106 kg CO2e,,$349
ORD,NYC,ORD,LGA,8:00 PM,11:23 PM,United,,2 hr 23 min,Nonstop,113 kg CO2e,,$228
ORD,NYC,ORD,LGA,8:20 PM,11:38 PM,American,,2 hr 18 min,Nonstop,113 kg CO2e,,$214
ORD,NYC,ORD,LGA,8:20 PM,11:44 PM,Delta,,2 hr 24 min,Nonstop,132 kg CO2e,,$239
ORD,NYC,ORD,EWR,10:10 PM,1:30 AM+1,United,,2 hr 20 min,Nonstop,147 kg CO2e,,$309
